Metric,Value
compression_ratio,1.0454706048615037
average,1.04135
median,1.0
std_dev,0.1991
mode,1.0
max,2.0
alpha,3
vertex_count,250
edge_probability,0.95
graph_type,unweighted
graph_seed,750412
