Metric,Value
compression_ratio,10.836464857341683
average,1.64159
median,1.5
std_dev,0.66683
mode,1.0
max,3.0
alpha,5
vertex_count,250
edge_probability,0.5
graph_type,unweighted
graph_seed,61802
