Metric,Value
compression_ratio,1.5677419354838709
average,1.19471
median,1.0
std_dev,0.38289
mode,1.0
max,3.0
alpha,7
vertex_count,100
edge_probability,0.15
graph_type,unweighted
graph_seed,487714
