Metric,Value
compression_ratio,6.777049180327869
average,1.5626
median,1.5
std_dev,0.62809
mode,1.5
max,4.0
alpha,15
vertex_count,250
edge_probability,0.2
graph_type,unweighted
graph_seed,166366
