Metric,Value
compression_ratio,1.1666666666666667
average,1.1
median,1.0
std_dev,0.3
mode,1.0
max,2.0
alpha,5
vertex_count,5
edge_probability,0.4
graph_type,unweighted
graph_seed,967758
