Metric,Value
compression_ratio,1.3155080213903743
average,1.10594
median,1.0
std_dev,0.27362
mode,1.0
max,4.0
alpha,49
vertex_count,300
edge_probability,0.05
graph_type,unweighted
graph_seed,811681
