Metric,Value
compression_ratio,6.074275362318841
average,1.53946
median,1.5
std_dev,0.66326
mode,1.0
max,4.0
alpha,25
vertex_count,150
edge_probability,0.3
graph_type,unweighted
graph_seed,99209
