Metric,Value
compression_ratio,1.904707233065442
average,1.2477
median,1.0
std_dev,0.42267
mode,1.0
max,3.0
alpha,5
vertex_count,150
edge_probability,0.15
graph_type,unweighted
graph_seed,919260
