Metric,Value
compression_ratio,1.1265330541429854
average,1.02829
median,1.0
std_dev,0.16581
mode,1.0
max,2.0
alpha,3
vertex_count,300
edge_probability,0.25
graph_type,unweighted
graph_seed,743776
