Metric,Value
compression_ratio,1.168267223382046
average,1.10126
median,1.0
std_dev,0.30167
mode,1.0
max,2.0
alpha,3
vertex_count,200
edge_probability,0.7
graph_type,unweighted
graph_seed,156120
