Metric,Value
compression_ratio,1.1803030303030304
average,1.09714
median,1.0
std_dev,0.29615
mode,1.0
max,2.0
alpha,3
vertex_count,50
edge_probability,0.6
graph_type,unweighted
graph_seed,548563
