Metric,Value
compression_ratio,14.701823949246629
average,1.59452
median,2.0
std_dev,0.54478
mode,2.0
max,3.0
alpha,25
vertex_count,250
edge_probability,0.6
graph_type,unweighted
graph_seed,156386
