Metric,Value
compression_ratio,4.41916747337851
average,1.48895
median,1.5
std_dev,0.55998
mode,1.5
max,5.0
alpha,15
vertex_count,250
edge_probability,0.15
graph_type,unweighted
graph_seed,478689
