Metric,Value
compression_ratio,15.682555780933063
average,1.61536
median,1.5
std_dev,0.64108
mode,1.0
max,4.0
alpha,7
vertex_count,250
edge_probability,0.5
graph_type,unweighted
graph_seed,721136
