Metric,Value
compression_ratio,12.59735269000854
average,1.87264
median,2.0
std_dev,0.33337
mode,2.0
max,2.0
alpha,35
vertex_count,250
edge_probability,0.95
graph_type,unweighted
graph_seed,263685
