Metric,Value
compression_ratio,3.886319845857418
average,1.39172
median,1.0
std_dev,0.56604
mode,1.0
max,4.0
alpha,35
vertex_count,100
edge_probability,0.4
graph_type,unweighted
graph_seed,804154
