Metric,Value
compression_ratio,8.376132930513595
average,1.5621
median,1.5
std_dev,0.622
mode,1.0
max,4.0
alpha,15
vertex_count,150
edge_probability,0.5
graph_type,unweighted
graph_seed,150718
