Metric,Value
compression_ratio,1.854368932038835
average,1.25918
median,1.0
std_dev,0.47549
mode,1.0
max,4.0
alpha,5
vertex_count,50
edge_probability,0.3
graph_type,unweighted
graph_seed,323769
