Metric,Value
compression_ratio,10.559507523939809
average,1.65994
median,1.5
std_dev,0.70525
mode,1.5
max,4.0
alpha,15
vertex_count,250
edge_probability,0.25
graph_type,unweighted
graph_seed,873806
