Metric,Value
compression_ratio,6.975022301516503
average,1.59964
median,2.0
std_dev,0.49029
mode,2.0
max,3.0
alpha,35
vertex_count,150
edge_probability,0.7
graph_type,unweighted
graph_seed,221073
