Metric,Value
compression_ratio,4.947769314472253
average,1.6431
median,1.5
std_dev,0.59808
mode,1.5
max,5.0
alpha,15
vertex_count,300
edge_probability,0.1
graph_type,unweighted
graph_seed,227196
