Metric,Value
compression_ratio,6.392932862190813
average,1.49771
median,1.5
std_dev,0.6073
mode,1.0
max,4.0
alpha,25
vertex_count,300
edge_probability,0.2
graph_type,unweighted
graph_seed,69662
