Metric,Value
compression_ratio,9.21414342629482
average,1.54617
median,1.5
std_dev,0.6507
mode,1.0
max,4.0
alpha,15
vertex_count,250
edge_probability,0.3
graph_type,unweighted
graph_seed,209033
