Metric,Value
compression_ratio,2.4364161849710984
average,1.40612
median,1.0
std_dev,0.4909
mode,1.0
max,2.0
alpha,35
vertex_count,50
edge_probability,0.7
graph_type,unweighted
graph_seed,589861
