Metric,Value
compression_ratio,1.0100603621730382
average,1.00511
median,1.0
std_dev,0.05345
mode,1.0
max,3.0
alpha,3
vertex_count,150
edge_probability,0.05
graph_type,unweighted
graph_seed,679141
