Metric,Value
compression_ratio,6.520367936925099
average,1.44173
median,1.0
std_dev,0.5189
mode,1.0
max,3.0
alpha,49
vertex_count,200
edge_probability,0.5
graph_type,unweighted
graph_seed,628742
