Metric,Value
compression_ratio,11.758909853249476
average,1.65235
median,1.5
std_dev,0.67704
mode,1.0
max,4.0
alpha,7
vertex_count,150
edge_probability,0.5
graph_type,unweighted
graph_seed,515202
