Metric,Value
compression_ratio,5.146620847651776
average,1.44783
median,1.0
std_dev,0.59027
mode,1.0
max,3.0
alpha,5
vertex_count,150
edge_probability,0.4
graph_type,unweighted
graph_seed,797635
